label,cluster_no
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,4
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,4
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,3
pigeonpeas,7
pigeonpeas,2
pigeonpeas,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,0
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,5
lentil,4
lentil,4
lentil,5
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,3
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,5
lentil,5
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,4
mango,4
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
watermelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
muskmelon,6
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,4
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,4
orange,2
orange,2
orange,2
orange,4
orange,4
orange,2
orange,2
orange,2
orange,2
papaya,7
papaya,4
papaya,4
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,4
papaya,7
papaya,4
papaya,7
papaya,7
papaya,4
papaya,4
papaya,7
papaya,4
papaya,4
papaya,4
papaya,4
papaya,7
papaya,4
papaya,7
papaya,7
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,7
papaya,4
papaya,2
papaya,4
papaya,7
papaya,7
papaya,4
papaya,7
papaya,7
papaya,7
papaya,4
papaya,4
papaya,7
papaya,4
papaya,4
papaya,7
papaya,7
papaya,4
papaya,7
papaya,7
papaya,7
papaya,4
papaya,7
papaya,0
papaya,4
papaya,4
papaya,7
papaya,7
papaya,2
papaya,4
papaya,7
papaya,0
papaya,0
papaya,4
papaya,4
papaya,4
papaya,0
papaya,7
papaya,0
papaya,7
papaya,7
papaya,4
papaya,7
papaya,7
papaya,4
papaya,7
papaya,7
papaya,0
papaya,4
papaya,4
papaya,7
papaya,7
papaya,7
papaya,7
papaya,4
papaya,7
papaya,4
papaya,4
papaya,0
papaya,7
papaya,4
papaya,7
papaya,4
papaya,4
papaya,4
papaya,7
papaya,7
papaya,7
coconut,7
coconut,7
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,7
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,7
coconut,2
coconut,2
coconut,2
coconut,2
coconut,7
coconut,2
coconut,2
coconut,2
coconut,2
coconut,7
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,7
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
jute,0
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
coffee,7
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,7
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,0
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
